ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Industry Sector,Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","419010","Models, demonstrators, & product promoters",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",458,525.4202810907087,8671.93231441048,3620.058273573998,7,"models-demonstrators-product-promoters","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119141","Property, real estate, & community association managers",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",2846,1309.748991989143,45035.22382290935,17086.006864266506,21,"property-real-estate-community-association-managers","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","1191XX","Other managers",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",18343,3324.936061438607,46605.05898707954,8299.922718244197,150,"other-managers","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","414010","Sales representatives, wholesale & manufacturing",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",714,656.0286821028863,52749.15266106443,39468.40776100205,6,"sales-representatives-wholesale-manufacturing","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","413091","Sales representatives of services, except advertising, insurance, financial services, and travel",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1454,936.1702807051507,90375.3590096286,30983.24651529121,7,"sales-representatives-of-services-except-advertising-insurance-financial-services-and-travel","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","412031","Retail salespersons",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",45802,5253.520675095506,22315.977795729443,3163.82705738297,394,"retail-salespersons","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","412021","Counter & rental clerks",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1222,858.239673713316,18559.406710310966,8055.564067540832,9,"counter-rental-clerks","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","412010","Cashiers",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",820635,22179.644641104333,11777.651298080145,542.2555481632875,6584,"cashiers","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","411012","Firstline supervisors of nonretail sales workers",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",2108,1127.2156250661942,30395.07447817837,13759.357897749673,23,"firstline-supervisors-of-nonretail-sales-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","411011","Firstline supervisors of retail sales workers",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",36935,4717.806869605807,40773.20416948693,4765.79753274833,327,"firstline-supervisors-of-retail-sales-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","399099","Personal care & service workers, all other ",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",6872,2035.1965265740353,12148.588474970897,4379.774208647306,56,"personal-care-service-workers-all-other-","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131022","Wholesale & retail buyers, except farm products",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1626,989.9942396124334,30972.358548585486,10691.925637436329,20,"wholesale-retail-buyers-except-farm-products","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","399032","Recreation workers",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1350,902.0688416271463,10998.557037037037,9095.79327120223,15,"recreation-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","399011","Childcare workers",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",424,505.5418007906333,32445.389150943396,26134.40270343453,5,"childcare-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","396010","Baggage porters, bellhops, & concierges",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",3771,1507.639639856796,18836.592680986476,5310.11470955656,30,"baggage-porters-bellhops-concierges","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","390000","Personal Care & Service Occupations","390000","Personal Care & Service Occupations","3930XX","Other entertainment attendants and related workers",2018,"2018","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1904,1071.2860883570208,7627.743172268908,6428.3274888282085,13,"other-entertainment-attendants-and-related-workers","Restaurants & Food Services","722Z","restaurants-food-services"
