ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Industry Sector,Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","433021","Billing & posting clerks",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",805,696.58073237031,21666.858385093168,5084.147136618808,9,"billing-posting-clerks","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113071","Transportation, storage, & distribution managers",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1712,1015.8369341903834,61474.46144859813,21224.20573257507,17,"transportation-storage-distribution-managers","Restaurants & Food Services","722Z","restaurants-food-services"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472031","Carpenters",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",266,400.41945187802713,36735.484962406015,35693.07132094188,5,"carpenters","Restaurants & Food Services","722Z","restaurants-food-services"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","5191XX","Miscellaneous production workers, including semiconductor processors",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",4077,1567.6128971149496,18125.703948982096,4529.672828943128,29,"miscellaneous-production-workers-including-semiconductor-processors","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","434081","Hotel, motel, & resort desk clerks",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1489,947.3704005258732,20399.78240429819,7496.943501752956,11,"hotel-motel-resort-desk-clerks","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","272099","Entertainers & performers, sports & related workers, all other",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",902,737.355011970427,15737.690687361419,6027.951286096873,6,"entertainers-performers-sports-related-workers-all-other","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","372012","Maids & housekeeping cleaners",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",8247,2229.513155635436,14994.97065599612,3293.9335424789992,68,"maids-housekeeping-cleaners","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","272040","Musicians, singers, & related workers",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",1779,1035.5235725761804,24571.2203485104,12940.748602686817,14,"musicians-singers-related-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","531000","Supervisors of transportation & material moving workers",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",575,588.7186504704637,43935.76173913044,14374.3544894665,7,"supervisors-of-transportation-material-moving-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","431011","Firstline supervisors of office & administrative support workers",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",5613,1839.3468155742905,36362.67806876893,7082.27737976763,53,"firstline-supervisors-of-office-administrative-support-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","270000","Arts, design, entertainment, sports, & media occupations","272030","Dancers & choreographers",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",665,633.1178467996681,8897.947368421053,8576.688584185053,7,"dancers-choreographers","Restaurants & Food Services","722Z","restaurants-food-services"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","132011","Accountants & auditors",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",16165,3121.3156258637923,54069.07930714507,10111.15796936612,151,"accountants-auditors","Restaurants & Food Services","722Z","restaurants-food-services"
"310000-390000","Service Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","371011","Firstline supervisors of housekeeping & janitorial workers",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",558,579.9505941739224,21971.740143369174,10033.436144136314,5,"firstline-supervisors-of-housekeeping-janitorial-workers","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","435030","Dispatchers",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",506,552.2671825475148,28529.260869565216,13784.083154525297,5,"dispatchers","Restaurants & Food Services","722Z","restaurants-food-services"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533030","Driver/sales workers & truck drivers",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",215312,11383.521390481996,17646.351076577244,1301.3004526397046,1697,"driversales-workers-truck-drivers","Restaurants & Food Services","722Z","restaurants-food-services"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","412031","Retail salespersons",2014,"2014","71-72","Arts, Entertainment & Recreation and Accommodation & Food Services","72","Accommodation & Food Services","true","true",40971,4968.781021753282,19495.5634717239,3261.928924928787,346,"retail-salespersons","Restaurants & Food Services","722Z","restaurants-food-services"
